node name,Entrez Gene ID,promote proliferation,evade growth repressor,resist cell death,enable replicative immortality,Induce angiogenesis,Activate invasion & metastasis,Reprogramme energy metabolism,Evade immune destruction,Genome instability,Tumor promoting inflammation
PRSS21,10942,0,0,0,0,0,0,0,0,0,0
PPP2R3B,28227,1,1,0,0,0,0,0,0,0,0
CHMP1A,5119,1,0,0,0,0,0,0,0,0,0
LARGE,9215,0,0,0,0,0,0,0,0,0,1
HLA-DMB,3109,1,0,0,0,0,1,0,1,0,0
KCNH1,3756,1,0,0,0,0,0,0,0,0,0
NOXA1,10811,0,0,0,0,0,0,0,0,0,0
NISCH,11188,0,0,0,0,1,1,1,0,0,0
LHX9,56956,1,0,0,0,0,1,0,0,0,0
LHX1,3975,0,0,0,0,0,1,0,0,0,0
FUBP1,8880,0,0,0,0,0,0,0,0,0,0
TTYH2,94015,0,0,0,0,0,0,0,0,0,0
RELL2,285613,0,0,0,0,0,1,0,0,0,0
SH2D2A,9047,1,0,0,0,1,0,0,0,0,0
APLP1,333,0,0,0,0,0,1,0,1,0,0
FEM1A,55527,0,0,0,0,0,0,0,0,0,1
REST,5978,1,1,1,0,0,0,0,0,0,0
STXBP4,252983,1,0,0,0,0,0,0,0,0,0
STX4,6810,1,0,1,0,0,1,0,1,0,0
PLA2G2D,26279,1,1,0,0,0,1,0,0,0,1
DDX3X,1654,1,1,1,0,0,0,0,1,0,0
NELL2,4753,0,0,0,0,0,0,0,0,0,0
PCBP2,5094,0,0,0,0,0,0,0,1,0,0
GNL1,2794,0,0,0,0,0,0,0,1,0,0
AMPH,273,0,0,0,0,0,0,0,1,0,0
SLURP1,57152,1,1,0,0,0,1,0,0,0,0
RNF14,9604,0,0,0,0,0,0,0,0,0,0
VPS36,51028,0,0,0,0,0,0,0,0,0,0
STK11IP,114790,0,0,0,0,0,0,0,0,0,0
HPCA,3208,0,0,0,0,0,0,0,0,0,0
PTPRS,5802,0,0,0,0,0,1,0,0,0,0
EZH1,2145,0,0,0,0,0,0,0,0,0,0
DGKA,1606,0,0,0,0,0,0,0,0,0,1
GRAMD4,23151,0,0,0,0,0,0,0,0,0,0
BACE2,25825,0,0,0,0,0,0,0,0,0,0
NPR3,4883,1,1,0,0,1,0,0,0,0,0
CES2,8824,0,0,0,0,0,0,0,0,0,0
PFKFB3,5209,0,0,0,0,0,0,1,0,0,0
MYOG,4656,1,1,0,0,0,0,1,0,0,1
MBNL1,4154,0,0,0,0,0,0,0,0,0,0
CUEDC2,79004,0,0,0,0,0,0,0,1,0,1
ACOT7,11332,0,0,0,0,0,0,0,0,0,0
HM13,81502,0,0,0,0,0,0,0,0,0,0
KHDRBS2,202559,0,0,0,0,0,0,0,0,0,0
PDCD1LG2,80380,1,1,0,0,0,1,0,1,0,0
SPRED2,200734,0,1,0,0,0,0,0,0,0,0
NDUFB9,4715,0,0,0,0,0,0,0,0,0,0
RAD52,5893,0,0,0,0,0,0,0,0,1,0
NUPR1,26471,1,1,1,0,0,0,0,0,0,1
DBP,1628,0,0,0,0,0,0,0,0,0,0
CUZD1,50624,1,0,0,0,0,1,0,0,0,0
UIMC1,51720,1,0,0,0,0,0,0,0,1,0
SNX4,8723,0,0,0,0,0,0,0,1,0,1
CARD6,84674,0,0,1,0,0,0,0,0,0,0
ZNF81,347344,0,0,0,0,0,0,0,0,0,0
OPHN1,4983,0,0,0,0,0,1,0,1,0,0
TTF1,7270,0,0,0,0,0,0,0,0,0,0
UNC5C,8633,0,0,1,0,0,1,0,0,0,0
IGF2BP1,10642,1,0,0,0,0,0,0,0,0,0
NACC2,138151,1,1,1,0,0,0,0,0,0,0
TUBAL3,79861,0,0,0,0,0,0,0,0,0,0
HOXC8,3224,0,0,0,0,0,0,0,0,0,0
POLR1D,51082,0,0,0,0,0,0,0,0,0,0
CSAG2,728461,0,0,0,0,0,0,0,0,0,0
PREX2,80243,0,0,0,0,0,1,0,0,0,0
VPS39,23339,0,0,0,0,0,0,0,0,0,0
PPP1R14B,26472,0,0,0,0,0,0,0,1,0,0
SMARCA1,6594,1,0,0,0,0,0,0,0,0,0
SFMBT1,51460,0,0,0,0,0,0,0,0,0,0
STK33,65975,0,0,0,0,0,0,0,0,0,0
ZNF280D,54816,0,0,0,0,0,1,0,0,0,0
KLF8,11279,0,0,0,0,0,0,0,0,0,0
DDX19B,11269,0,0,0,0,0,0,0,0,0,0
TBX20,57057,1,1,0,0,1,1,0,0,0,0
COPD13,544417,0,0,0,0,0,0,0,0,0,0
HOXB9,3219,0,0,0,0,0,1,0,0,0,0
SERPINB8,5271,0,0,0,0,0,0,0,0,0,0
PRCP,5547,0,0,0,0,1,1,0,0,0,1
GPHN,10243,0,0,0,0,0,0,0,0,0,0
GABARAPL3,23766,0,0,0,0,0,0,0,0,0,0
FLOT2,2319,0,0,0,0,0,1,0,1,0,0
PHB,5245,1,1,1,0,0,0,0,1,0,1
HGFAC,3083,0,0,0,0,0,0,0,0,0,0
MYO5B,4645,0,0,0,0,0,0,0,0,0,0
HIST1H1E,3008,0,0,0,0,0,0,0,0,0,0
DLG3,1741,1,1,0,0,0,1,0,0,0,0
SPINK9,643394,0,0,0,0,0,0,0,0,0,0
KLK5,25818,0,0,0,0,0,0,0,1,0,0
HNRNPUL1,11100,0,0,0,0,0,0,0,0,0,0
BLOC1S1,2647,0,0,0,0,0,1,0,0,0,0
PFN2,5217,0,0,0,0,0,1,0,0,0,0
APOF,319,0,0,0,0,0,0,0,0,0,0
NPFFR2,10886,0,0,0,0,0,0,0,0,0,0
CABLES2,81928,1,0,0,0,0,0,0,0,0,0
TPI1,7167,0,0,0,0,0,0,1,0,0,0
RPRM,56475,1,1,0,0,0,0,0,0,0,0
GAS6,2621,1,1,1,0,1,1,0,1,0,1
MERTK,10461,0,0,1,0,0,1,0,1,0,1
ITM2B,9445,0,0,0,0,0,0,0,0,0,0
HPX,3263,0,0,0,0,0,0,0,1,0,0
STMN2,11075,0,0,0,0,0,1,0,0,0,0
THOC1,9984,1,1,0,0,0,0,0,1,1,0
MAGEB6,158809,0,0,0,0,0,0,0,0,0,0
MAP3K19,80122,0,0,0,0,0,1,0,0,0,0
ARFIP2,23647,0,0,0,0,0,1,0,0,0,0
IGKV1-17,28937,0,0,0,0,0,0,0,0,0,0
SEMA3B,7869,1,1,0,0,0,1,0,0,0,0
ATXN3,4287,0,0,0,0,0,1,0,0,1,0
MTBP,27085,1,1,0,0,0,0,0,0,0,0
PREB,10113,0,0,0,0,0,0,0,0,0,0
FXN,2395,1,1,1,0,0,0,0,0,0,0
MICB,4277,0,0,0,0,0,1,0,1,0,0
UBA3,9039,1,0,0,0,0,0,0,0,0,0
NDC80,10403,1,0,0,0,0,1,0,0,0,0
LATS2,26524,1,1,1,0,0,0,0,0,0,0
TNFRSF21,27242,1,1,1,0,0,1,0,1,0,1
PMEPA1,56937,0,1,0,0,0,0,0,0,0,0
PPM1G,5496,1,1,0,0,0,0,0,0,0,0
NR2F2,7026,1,1,0,0,0,1,0,0,0,0
DMP1,1758,0,0,0,0,0,1,0,0,0,0
ABT1,29777,0,0,0,0,0,0,0,0,0,0
SOCS6,9306,0,1,0,0,0,1,0,0,0,0
TMED7-TICAM2,100302736,0,0,0,0,0,0,0,0,0,0
NMUR2,56923,0,0,0,0,0,0,0,0,0,0
MYCBP,26292,0,0,0,0,0,0,0,0,0,0
DMBX1,127343,0,0,0,0,0,0,0,0,0,0
OTX2,5015,0,0,0,0,0,1,0,0,0,0
SCARB1,949,1,0,0,0,0,1,0,1,0,1
GAP43,2596,0,0,0,0,0,1,0,0,0,1
EYA2,2139,0,0,0,0,0,0,0,0,1,0
NTN4,59277,0,0,0,0,0,1,0,0,0,0
ZMIZ2,83637,0,0,0,0,0,0,0,0,0,0
HLA-DQA1,3117,0,0,0,0,0,1,0,1,0,0
EIF2AK1,27102,1,1,0,0,0,0,0,1,0,1
DOCK9,23348,0,0,0,0,0,0,0,0,0,1
GNS,2799,0,0,0,0,0,0,0,0,0,0
PROKR2,128674,0,0,0,0,0,0,0,0,0,0
CYB5R3,1727,0,0,0,0,1,0,0,0,0,0
ATG3,64422,0,0,0,0,0,1,0,0,0,0
MYO5C,55930,0,0,0,0,0,0,0,0,0,0
CD163,9332,0,0,0,0,0,0,0,1,0,1
CIDEA,1149,0,1,1,0,0,0,0,0,0,0
APOBEC3G,60489,0,0,0,0,0,0,0,1,0,0
IL28B,282617,0,0,0,0,0,0,0,0,0,0
NQO2,4835,0,0,0,0,0,0,0,0,0,0
PAPPA2,60676,1,0,0,0,0,0,0,0,0,0
FKBP8,23770,0,0,1,0,0,0,0,0,0,0
TSIX,9383,0,0,0,0,0,0,0,0,0,0
NRTN,4902,0,0,0,0,0,1,0,0,0,0
GFRA2,2675,0,0,0,0,0,0,0,0,0,0
IL16,3603,0,0,0,0,0,1,0,1,0,0
TUBB2A,7280,0,0,0,0,0,0,0,0,0,0
JUB,84962,0,0,0,0,0,0,0,0,0,0
PDZK1,5174,1,0,0,0,0,0,0,0,0,0
GMFB,2764,0,0,0,0,0,1,0,0,0,0
DAND5,199699,0,1,0,0,0,0,0,0,0,0
CD1C,911,0,0,0,0,0,1,0,1,0,0
GLB1,2720,0,0,0,0,0,0,0,0,0,0
MATN3,4148,0,0,0,0,0,0,0,0,0,0
GPBP1,65056,0,0,0,0,0,0,0,0,0,0
MAOA,4128,0,0,0,0,0,0,0,0,0,0
HMBS,3145,0,0,0,0,0,0,0,0,0,0
NTNG1,22854,0,0,0,0,0,1,0,0,0,0
LRRC4C,57689,0,1,0,0,0,1,0,0,0,0
SETDB2,83852,1,0,0,0,0,0,0,0,0,0
APITD1,378708,1,0,0,0,0,0,0,0,1,0
ARSG,22901,0,0,0,0,0,0,0,0,0,0
SDS,10993,0,0,0,0,0,0,1,0,0,0
NXPH1,30010,0,0,0,0,0,0,0,0,0,0
TXLNA,200081,1,0,0,0,0,0,0,0,0,0
DAZ1,1617,0,0,0,0,0,0,0,0,0,0
C9orf89,84270,0,0,0,0,0,0,0,0,0,0
ANXA6,309,0,0,0,0,0,0,0,0,0,0
MEOX1,4222,0,0,0,0,0,0,0,0,0,0
CPE,1363,0,0,0,0,0,0,0,0,0,0
HOXA4,3201,0,0,0,0,0,0,0,0,0,0
TTF2,8458,0,0,0,0,0,0,0,0,0,0
PPAP2A,8611,0,0,0,0,0,0,0,0,0,0
DOK3,79930,0,0,0,0,0,0,0,0,0,0
CARD8,22900,0,1,1,0,0,0,0,0,0,0
SLC12A1,6557,0,0,0,0,0,0,0,0,0,0
NEXN,91624,0,0,0,0,0,1,0,0,0,0
SOST,50964,0,1,0,0,0,0,0,0,0,0
ONECUT1,3175,0,1,0,0,0,1,1,0,0,0
CD63,967,0,0,0,0,0,1,0,1,0,0
KLK6,5653,0,0,0,0,0,1,0,0,0,1
HK1,3098,0,0,0,0,0,0,1,0,0,0
SIGLEC10,89790,0,0,0,0,0,1,0,0,0,0
ATG5,9474,0,0,1,0,1,1,0,1,0,1
ENPP2,5168,0,0,0,0,1,1,0,1,0,0
CYP1A2,1544,0,0,0,0,0,0,0,0,0,0
TRIM21,6737,1,0,0,0,0,0,0,1,0,0
ARL6IP5,10550,0,0,1,0,0,0,0,0,0,0
GAD2,2572,0,0,0,0,0,0,0,0,0,0
BBS4,585,1,0,0,0,1,1,0,0,0,0
NGFRAP1,27018,0,0,1,0,0,0,0,0,0,0
FAIM,55179,0,0,1,0,0,0,0,0,0,0
PROK2,60675,1,0,1,0,1,1,0,0,0,1
DSP,1832,0,0,0,0,1,1,0,0,0,1
GPR132,29933,1,1,0,0,0,0,0,0,0,0
C12orf5,57103,0,0,0,0,0,0,0,0,0,0
ACAA1,30,0,0,0,0,0,0,0,0,0,0
DDX6,1656,0,0,0,0,0,0,0,0,0,0
ARHGAP20,57569,0,0,0,0,0,0,0,0,0,0
DOCK11,139818,0,0,0,0,0,0,0,0,0,1
TWSG1,57045,0,1,0,0,0,0,0,0,0,0
S100A10,6281,0,0,0,0,0,1,0,0,0,0
CDH13,1012,1,1,0,0,1,1,0,1,0,0
SERPINE2,5270,1,1,0,0,0,1,0,0,0,1
PRSS8,5652,0,0,0,0,0,0,0,0,0,0
ESM1,11082,1,0,0,0,1,0,0,0,0,0
HNRNPR,10236,0,0,0,0,0,0,0,0,0,0
PFN4,375189,0,0,0,0,0,1,0,0,0,0
RAB3IP,117177,0,0,0,0,0,1,0,0,0,0
CDK16,5127,1,0,0,0,0,1,0,0,0,0
UBQLN2,29978,0,1,0,0,0,0,0,1,0,0
G3BP1,10146,0,1,0,0,0,0,0,0,0,0
KCNJ11,3767,0,0,0,0,1,0,1,0,0,0
ACCN2,41,0,0,0,0,0,0,0,0,0,0
BCAM,4059,0,0,0,0,0,1,0,0,0,0
ARID4A,5926,0,0,0,0,0,0,0,0,0,0
BHLHE41,79365,1,0,0,0,0,0,0,0,0,0
GPR26,2849,0,0,0,0,0,0,0,0,0,0
TNKS,8658,1,1,0,1,0,0,0,0,0,0
TAL1,6886,1,0,0,0,1,0,0,0,0,0
CDK15,65061,1,0,0,0,0,0,0,0,0,0
CTAG1B,1485,0,0,0,0,0,0,0,0,0,0
MRPL11,65003,0,0,0,0,0,0,0,0,0,0
POGZ,23126,1,0,0,0,0,0,0,0,0,0
ZNF597,146434,0,0,0,0,0,0,0,0,0,0
OMG,4974,0,0,0,0,0,1,0,0,0,0
LINGO1,84894,0,0,0,0,0,1,0,0,0,0
INPP5K,51763,0,1,0,0,0,1,1,0,0,0
MICA,4276,0,0,0,0,0,1,0,1,0,0
KCNE4,23704,0,0,0,0,0,0,0,0,0,0
KCNQ1,3784,0,0,0,0,1,0,0,0,0,0
MARK4,57787,1,0,1,0,0,1,0,0,0,0
DNAJA1,3301,0,1,1,0,0,0,0,0,0,0
MFNG,4242,0,0,0,0,0,0,0,1,0,0
SPINT1,6692,1,1,0,0,0,0,0,0,0,0
RLN2,6019,0,0,0,0,1,0,0,0,0,0
BAI1,575,1,1,0,0,1,1,0,0,0,0
BRSK2,9024,1,0,0,0,0,1,0,0,0,0
GZMH,2999,0,0,0,0,0,0,0,1,0,0
NCRUPAR,100302746,0,0,0,0,0,0,0,0,0,0
GABBR1,2550,1,1,0,0,0,0,0,0,0,0
LYPLAL1,127018,0,0,0,0,0,0,0,0,0,0
KCNE2,9992,0,0,0,0,1,0,0,0,0,0
HCN4,10021,0,0,0,0,1,0,0,0,0,0
C1QC,714,0,0,0,0,0,0,0,1,0,0
TSPYL2,64061,1,1,0,0,0,0,0,0,0,0
ADIPOR1,51094,1,1,0,0,0,0,1,0,0,0
DHX32,55760,0,0,0,0,0,0,0,0,0,0
LGMN,5641,0,1,1,0,0,0,0,1,0,0
YARS,8565,0,0,0,0,0,0,0,0,0,0
RASD1,51655,0,0,0,0,0,0,0,0,0,0
MACF1,23499,1,1,0,0,0,1,0,0,0,1
AMELY,266,0,0,0,0,0,0,0,0,0,0
ZCCHC2,54877,0,0,0,0,0,0,0,0,0,0
PSD,5662,0,0,0,0,0,0,0,0,0,0
PTGDR,5729,0,0,0,0,0,0,0,0,0,1
ROBO2,6092,0,0,0,0,0,1,0,0,0,0
PDC,5132,0,0,0,0,0,0,0,0,0,0
CRX,1406,0,0,0,0,0,0,0,0,0,0
CABP1,9478,0,0,0,0,0,0,0,0,0,0
SYT4,6860,1,0,0,0,0,1,0,0,0,0
HBB,3043,0,0,0,0,1,1,0,1,0,1
HIST4H4,121504,0,0,0,0,0,0,0,0,0,0
RPS6KL1,83694,0,0,0,0,0,0,0,0,0,0
MLLT10,8028,0,0,0,0,0,0,0,0,0,0
KIAA1524,57650,1,0,0,0,0,0,0,0,0,0
OTUD5,55593,0,0,0,0,0,0,0,0,0,0
NRD1,4898,0,0,0,0,0,0,0,0,0,0
ZNF653,115950,0,0,0,0,0,0,0,0,0,0
CCNL2,81669,1,0,0,0,0,0,0,0,0,0
HSD17B10,3028,0,0,0,0,0,0,0,0,0,0
DLK1,8788,0,1,0,0,0,0,0,0,0,0
HAVCR1,26762,0,0,0,0,0,0,0,0,0,0
UBL4A,8266,0,0,0,0,0,0,0,0,0,0
OBSCN,84033,0,0,1,0,0,1,0,0,0,0
POLR3K,51728,0,0,0,0,0,0,0,1,0,0
ARSB,411,0,0,0,0,0,1,0,0,0,0
ZCCHC10,54819,0,0,0,0,0,0,0,0,0,0
AOC3,8639,0,0,0,0,0,1,0,0,0,1
MDD1,431708,0,0,0,0,0,0,0,0,0,0
LPIN2,9663,0,0,0,0,0,0,0,0,0,0
BIN1,274,1,1,1,0,0,0,0,1,0,0
ENPP1,5167,1,1,0,0,0,0,1,1,0,0
ARHGEF9,23229,0,0,1,0,0,0,0,0,0,0
SF3B4,10262,0,0,0,0,0,0,0,0,0,0
CANX,821,0,0,0,0,0,0,0,1,0,0
PLK1S1,55857,0,0,0,0,0,0,0,0,0,0
MCHR1,2847,0,0,0,0,0,0,0,0,0,0
ZNF521,25925,0,0,0,0,0,0,0,0,0,0
P2RX4,5025,0,0,0,0,1,0,0,0,0,1
PERP,64065,0,0,1,0,0,1,0,0,0,0
TSHZ1,10194,0,0,0,0,0,0,0,0,0,0
CSTA,1475,0,0,0,0,0,1,0,0,0,0
CTSF,8722,0,0,0,0,0,0,0,0,0,0
MMP26,56547,0,0,0,0,0,0,0,0,0,1
ADM2,79924,0,0,0,0,1,0,0,0,0,0
HIST1H2BA,255626,0,0,0,0,0,1,0,0,0,1
DOCK6,57572,0,0,0,0,0,0,0,0,0,1
KREMEN1,83999,0,0,0,0,0,0,0,0,0,0
OLIG2,10215,0,0,0,0,0,0,0,0,0,0
ABP1,26,0,0,0,0,0,0,0,0,0,0
PCLO,27445,0,0,0,0,0,0,0,0,0,0
PRPF4,9128,0,0,0,0,0,0,0,0,0,0
EI24,9538,1,1,0,0,0,0,0,0,0,0
NUP107,57122,1,0,0,0,0,0,0,0,0,0
DEF6,50619,0,0,0,0,0,0,0,0,0,0
ANKRD12,23253,0,0,0,0,0,0,0,0,0,0
TADA3,10474,1,0,0,0,0,0,0,0,0,0
RTN3,10313,0,0,0,0,0,0,0,0,0,0
SCNN1G,6340,0,0,0,0,0,0,0,0,0,0
ERP44,23071,0,0,0,0,0,0,0,0,0,0
INGX,27160,0,0,0,0,0,0,0,0,0,0
CHRFAM7A,89832,0,1,0,0,0,0,0,0,0,0
NPY2R,4887,0,1,0,0,0,1,0,0,0,0
AAK1,22848,0,0,0,0,0,0,0,1,0,0
NPVF,64111,0,0,0,0,0,0,0,0,0,0
NPFFR1,64106,0,0,0,0,0,0,0,0,0,0
GTF2IRD2,84163,0,0,0,0,0,0,0,0,0,0
FBXW5,54461,1,0,0,0,0,0,0,0,0,0
SARNP,84324,0,0,0,0,0,0,0,0,0,0
RGS6,9628,0,1,0,0,0,0,0,0,0,0
EDN2,1907,1,0,0,0,1,1,0,0,0,0
SENP3,26168,0,0,0,0,0,0,0,0,0,0
NIM1,167359,0,0,0,0,0,0,0,0,0,0
DCTN5,84516,0,0,0,0,0,0,0,0,0,0
SIKE1,80143,0,0,0,0,0,0,0,0,0,0
HLA-DPB1,3115,1,0,0,0,0,1,0,1,0,0
SALL3,27164,0,1,0,0,0,0,0,0,0,0
MYST1,84148,0,0,0,0,0,0,0,0,0,0
SERPIND1,3053,0,0,0,0,0,1,0,0,0,1
G6PC2,57818,0,0,0,0,0,0,1,0,0,0
GPX3,2878,0,0,0,0,0,0,0,0,0,0
MSR1,4481,0,0,0,0,0,0,0,1,0,0
EHD3,30845,0,0,0,0,0,1,0,0,0,1
RNU12,267010,0,0,0,0,0,0,0,0,0,0
CORIN,10699,0,0,0,0,1,0,0,0,0,0
ANTXR1,84168,0,0,0,0,0,1,0,0,0,0
NAE1,8883,1,1,1,0,0,0,0,0,1,0
NID1,4811,0,0,0,0,0,1,0,0,0,0
FSTL3,10272,0,1,0,0,0,1,0,0,0,0
KCNK5,8645,0,0,0,0,0,0,0,0,0,0
DYNLT1,6993,1,0,0,0,0,1,0,0,0,0
IRAK1BP1,134728,0,0,0,0,0,0,0,1,0,0
SYNJ2BP,55333,1,1,0,0,1,1,0,1,0,0
PRND,23627,0,0,0,0,0,0,0,0,0,0
CSHL1,1444,0,0,0,0,0,0,0,0,0,0
RSF1,51773,0,0,0,0,0,0,0,0,0,0
SMARCA5,8467,0,0,0,0,0,0,0,0,1,0
RNF25,64320,0,0,0,0,0,0,0,0,0,0
PARP14,54625,0,0,0,0,0,0,0,0,0,0
GEFT,115557,0,0,0,0,0,0,0,0,0,0
CXXC1,30827,0,0,0,0,0,0,0,0,0,0
SLC3A2,6520,1,0,0,0,0,1,0,0,0,0
PRDX2,7001,0,0,1,0,0,0,0,0,0,0
NDUFS2,4720,0,0,0,0,0,0,0,0,0,0
PDYN,5173,0,0,0,0,0,0,0,0,0,0
RGS19,10287,0,1,0,0,0,0,0,0,0,0
KSR2,283455,0,0,0,0,0,0,0,0,0,0
UACA,55075,0,0,0,0,0,0,0,0,0,0
PRMT2,3275,1,1,1,0,0,0,0,0,0,0
ARHGEF11,9826,1,0,1,0,0,1,0,0,0,0
PISD,23761,0,0,0,0,0,0,0,0,0,0
OGFR,11054,1,0,0,0,0,0,0,0,0,0
APEX2,27301,1,0,0,0,0,0,0,0,1,0
NSF,4905,0,0,0,0,0,0,0,0,0,0
ACTRT1,139741,0,0,0,0,0,0,0,0,0,0
DSTN,11034,0,0,0,0,0,1,0,0,0,0
PDE4B,5142,0,0,0,0,1,1,0,1,0,0
PITPNM1,9600,0,0,0,0,0,0,0,0,0,0
POSTN,10631,1,0,0,0,1,1,0,0,0,1
VPS28,51160,0,0,0,0,0,0,0,1,0,0
POLR1A,25885,0,0,0,0,0,0,0,0,0,0
FOXL2,668,1,0,1,0,0,0,0,0,0,0
ADAMTS16,170690,0,0,0,0,1,1,0,0,0,0
OPN1MW,2652,1,0,0,0,0,0,0,0,0,0
UHRF1,29128,1,0,0,0,0,0,0,0,1,0
ELL3,80237,1,1,1,0,0,0,0,0,0,0
GUCY1A2,2977,0,0,0,0,0,0,0,0,0,0
ARHGAP4,393,1,1,1,0,0,1,0,0,0,0
TRIP4,9325,0,0,0,0,0,0,0,0,0,0
S100A1,6271,0,0,0,0,1,0,0,0,0,0
SOX13,9580,0,0,0,0,0,1,0,0,0,0
NOS2P3,339256,0,0,0,0,0,0,0,0,0,0
MIR107,406901,0,0,0,0,0,0,0,0,0,0
TYRP1,7306,0,0,0,0,0,0,0,0,0,0
DCT,1638,1,0,0,0,0,0,0,0,0,0
PDIA3,2923,0,0,1,0,0,0,0,0,0,0
GNPDA1,10007,0,0,0,0,0,0,1,0,0,0
PNRC1,10957,0,0,0,0,0,0,0,0,0,0
HLA-DRB3,3125,0,0,0,0,0,1,0,1,0,0
ICAM4,3386,0,0,0,0,0,1,0,1,0,0
LAPTM5,7805,0,0,0,0,0,0,0,0,0,0
AGTRAP,57085,0,0,0,0,1,0,0,0,0,0
HNRPA1L3,388275,0,0,0,0,0,0,0,0,0,0
DAPK2,23604,0,0,1,0,0,1,0,0,0,0
XAF1,54739,0,0,0,0,0,0,0,1,0,0
PHOX2B,8929,1,1,0,0,0,1,0,0,0,0
CSAD,51380,0,0,0,0,0,0,0,0,0,0
R3HDM2,22864,0,0,0,0,0,0,0,0,0,0
SLC48A1,55652,0,0,0,0,0,0,0,0,0,0
TLR8,51311,0,0,0,0,0,0,0,1,0,1
SYNM,23336,0,0,0,0,0,0,0,0,0,0
CADM1,23705,1,0,0,0,0,1,0,1,0,0
HTR1A,3350,1,0,0,0,1,0,0,0,0,0
GPIHBP1,338328,0,0,0,0,0,0,0,0,0,0
SMYD3,64754,0,0,0,0,0,0,0,0,0,0
ARAP3,64411,0,1,0,0,0,1,0,0,0,0
UNC45A,55898,0,0,0,0,0,0,0,0,0,0
C11orf2,738,0,0,0,0,0,0,0,0,0,0
GRHL1,29841,0,0,0,0,0,0,0,0,0,0
MFAP5,8076,0,0,0,0,0,0,0,0,0,0
RABAC1,10567,0,0,0,0,0,0,0,0,0,0
ADAM23,8745,0,0,0,0,0,1,0,0,0,0
SRL,6345,0,0,0,0,0,0,0,0,0,0
DHX8,1659,0,0,0,0,0,0,0,0,0,0
ALPK3,57538,0,0,0,0,0,0,0,0,0,0
AIFM2,84883,0,0,1,0,0,0,0,0,0,0
MYO6,4646,0,0,0,0,0,0,0,1,0,0
CFI,3426,0,0,0,0,0,0,0,1,0,1
RN7SK,125050,0,0,0,0,0,0,0,0,0,0
PCBD1,5092,0,0,0,0,0,0,0,0,0,0
ZBTB4,57659,0,0,0,0,0,0,0,0,0,0
GFRA4,64096,0,0,0,0,0,0,0,0,0,0
AGR2,10551,0,0,0,0,0,1,0,0,0,0
ANXA11,311,1,0,0,0,0,0,0,1,0,0
CDR2,1039,0,0,0,0,0,0,0,0,0,0
PTGER2,5732,1,0,0,0,0,0,0,0,0,0
BECN1,8678,1,1,1,0,0,0,0,1,0,0
FBXO3,26273,0,0,0,0,0,0,0,0,0,0
HNRNPH3,3189,0,0,0,0,0,0,0,0,0,0
UPK3A,7380,0,0,0,0,0,0,0,0,0,0
VPS37B,79720,0,0,0,0,0,0,0,0,0,0
ASNS,440,1,0,1,0,0,0,0,0,0,0
GHRHR,2692,1,0,0,0,0,0,0,0,0,0
ATXN1,6310,0,0,0,0,0,0,0,0,0,0
DNAJB6,10049,0,0,1,0,0,1,0,0,0,0
NIPBL,25836,1,0,0,0,0,0,0,0,0,0
CMM,1243,0,0,0,0,0,0,0,0,0,0
SGCB,6443,0,0,0,0,0,0,0,0,0,0
TBC1D9,23158,0,0,0,0,0,0,0,0,0,0
NUCKS1,64710,0,0,0,0,0,0,0,0,0,0
LILRB4,11006,0,0,0,0,0,0,0,1,0,0
USP18,11274,0,0,0,0,0,0,0,1,0,0
AKAP10,11216,0,0,0,0,0,0,0,0,0,1
ELF2,1998,0,0,0,0,0,0,0,0,0,0
SCAI,286205,0,1,0,0,0,1,0,0,0,0
JARID2,3720,1,1,0,0,0,0,0,0,0,0
SH3BP4,23677,1,1,0,0,0,0,0,1,0,0
TSPAN12,23554,0,0,0,0,1,0,0,0,0,0
CNN1,1264,0,0,0,0,0,1,0,0,0,0
ZNF32,7580,0,0,0,0,0,0,0,0,0,0
MTIF2,4528,0,0,0,0,0,0,0,0,0,0
PURA,5813,1,0,0,0,0,0,0,0,0,0
SUB1,10923,0,0,0,0,0,0,0,0,0,0
SLC27A1,376497,0,0,0,0,0,0,0,0,0,0
PTPRN,5798,0,0,0,0,0,0,0,0,0,0
ZNF267,10308,0,0,0,0,0,0,0,0,0,0
MMP10,4319,0,0,0,0,0,1,0,0,0,0
SCARF1,8578,0,0,0,0,0,1,0,1,0,0
ZNF221,7638,0,0,0,0,0,0,0,0,0,0
LIPH,200879,0,0,0,0,0,0,0,0,0,0
MIR145,406937,0,0,0,0,0,0,0,0,0,0
DCLK1,9201,1,0,0,0,0,1,0,0,0,0
IHPK2,51447,0,0,0,0,0,0,0,0,0,0
PDE1A,5136,0,0,0,0,0,0,0,0,0,0
NCR2,9436,0,0,0,0,0,0,0,1,0,0
NR4A2,4929,0,1,1,0,0,1,0,0,0,0
LZTFL1,54585,0,0,0,0,0,0,0,0,0,0
APRT,353,0,0,0,0,0,0,0,0,0,0
PHPT1,29085,0,1,0,0,0,1,0,1,0,0
WSN,7489,0,0,0,0,0,0,0,0,0,0
PRKD2,25865,1,0,0,0,1,1,0,1,0,0
ZNF213,7760,0,0,0,0,0,0,0,0,0,0
DDX18,8886,0,0,0,0,0,0,0,0,0,0
ARL2,402,1,0,0,0,0,1,0,0,0,0
TBCD,6904,0,0,0,0,0,1,0,0,0,0
THRA,7067,0,0,1,0,1,0,0,0,0,0
CDK5R2,8941,1,0,0,0,0,1,0,0,0,0
